,Unnamed: 0,TP,FP,Confi,iou,acc_tp,acc_fp,precision,recall
220,220,0.0,1.0,0.4740642309188843,0.4725247524752475,31.0,221.0,0.12301587301587301,0.031958762886597936
272,272,0.0,1.0,0.4729343056678772,0.5111976630963972,31.0,222.0,0.1225296442687747,0.031958762886597936
24,24,0.0,1.0,0.4710600972175598,0.6838386041439477,31.0,223.0,0.1220472440944882,0.031958762886597936
224,224,0.0,1.0,0.4703531861305237,0.5841754461406149,31.0,224.0,0.12156862745098039,0.031958762886597936
67,67,0.0,1.0,0.4691794216632843,0.7273278738246891,31.0,225.0,0.12109375,0.031958762886597936
301,301,0.0,1.0,0.4691320061683655,0.4963235294117647,31.0,226.0,0.12062256809338522,0.031958762886597936
120,120,0.0,1.0,0.46734818816185,0.5998115954440353,31.0,227.0,0.12015503875968993,0.031958762886597936
93,93,0.0,1.0,0.4659199416637421,0.3801928783382789,31.0,228.0,0.11969111969111969,0.031958762886597936
219,219,0.0,1.0,0.4644332826137543,0.5801304936599778,31.0,229.0,0.11923076923076924,0.031958762886597936
256,256,0.0,1.0,0.4641371071338654,0.4076381235325123,31.0,230.0,0.11877394636015326,0.031958762886597936
149,149,0.0,1.0,0.4641183912754059,0.6922069417157826,31.0,231.0,0.1183206106870229,0.031958762886597936
36,36,0.0,1.0,0.4619769454002381,0.5414023372287146,31.0,232.0,0.11787072243346007,0.031958762886597936
312,312,0.0,1.0,0.4611516892910004,0.613716814159292,31.0,233.0,0.11742424242424243,0.031958762886597936
148,148,0.0,1.0,0.4599508345127106,0.6435754189944134,31.0,234.0,0.1169811320754717,0.031958762886597936
281,281,0.0,1.0,0.4591770768165589,0.3966581910642935,31.0,235.0,0.11654135338345864,0.031958762886597936
254,254,0.0,1.0,0.4586613178253174,0.6856337177098545,31.0,236.0,0.11610486891385768,0.031958762886597936
271,271,0.0,1.0,0.4585312008857727,0.5243968801015779,31.0,237.0,0.11567164179104478,0.031958762886597936
19,19,0.0,1.0,0.4583019614219666,0.72967050803441,31.0,238.0,0.11524163568773234,0.031958762886597936
242,242,0.0,1.0,0.4582430422306061,0.6694116084473369,31.0,239.0,0.11481481481481481,0.031958762886597936
406,406,0.0,1.0,0.4561900198459625,0.4755003450655624,31.0,240.0,0.11439114391143912,0.031958762886597936
311,311,0.0,1.0,0.4556334912776947,0.554485415520088,31.0,241.0,0.11397058823529412,0.031958762886597936
421,421,0.0,1.0,0.454639583826065,0.27904699738903394,31.0,242.0,0.11355311355311355,0.031958762886597936
132,132,0.0,1.0,0.4544744491577149,0.5558176437792168,31.0,243.0,0.11313868613138686,0.031958762886597936
11,11,0.0,1.0,0.4517838656902313,0.4514248704663213,31.0,244.0,0.11272727272727273,0.031958762886597936
92,92,0.0,1.0,0.4512133002281189,0.3950113378684808,31.0,245.0,0.11231884057971014,0.031958762886597936
310,310,0.0,1.0,0.4502622187137604,0.5113860498475883,31.0,246.0,0.11191335740072202,0.031958762886597936
322,322,0.0,1.0,0.4493858814239502,0.5424660958690082,31.0,247.0,0.11151079136690648,0.031958762886597936
205,205,0.0,1.0,0.4478391408920288,0.5449814610030573,31.0,248.0,0.1111111111111111,0.031958762886597936
108,108,0.0,1.0,0.4421365857124329,0.1440514469453376,31.0,249.0,0.11071428571428571,0.031958762886597936
294,294,0.0,1.0,0.4369445741176605,0.35033860045146725,31.0,250.0,0.1103202846975089,0.031958762886597936
373,373,0.0,1.0,0.4356523454189301,0.7094637897885068,31.0,251.0,0.1099290780141844,0.031958762886597936
80,80,0.0,1.0,0.4342489242553711,0.4296875,31.0,252.0,0.10954063604240283,0.031958762886597936
29,29,0.0,1.0,0.4339846670627594,0.5967662910338071,31.0,253.0,0.10915492957746478,0.031958762886597936
264,264,1.0,0.0,0.43342071771621693,0.7776522171495729,32.0,253.0,0.11228070175438597,0.032989690721649485
147,147,0.0,1.0,0.4330453276634216,0.6409972299168976,32.0,254.0,0.11188811188811189,0.032989690721649485
183,183,0.0,1.0,0.429060161113739,0.6284989624164169,32.0,255.0,0.11149825783972125,0.032989690721649485
131,131,0.0,1.0,0.4281989336013794,0.0,32.0,256.0,0.1111111111111111,0.032989690721649485
340,340,0.0,1.0,0.428153395652771,0.5282112845138055,32.0,257.0,0.11072664359861592,0.032989690721649485
35,35,0.0,1.0,0.42577776312828064,0.5958333333333333,32.0,258.0,0.1103448275862069,0.032989690721649485
55,55,0.0,1.0,0.4255792796611786,0.4966292134831461,32.0,259.0,0.10996563573883161,0.032989690721649485
130,130,0.0,1.0,0.4253571629524231,0.4389509348726314,32.0,260.0,0.1095890410958904,0.032989690721649485
333,333,0.0,1.0,0.4222079813480377,0.28140373893079695,32.0,261.0,0.10921501706484642,0.032989690721649485
18,18,0.0,1.0,0.4208969175815582,0.4609095554420031,32.0,262.0,0.10884353741496598,0.032989690721649485
146,146,0.0,1.0,0.41739070415496826,0.6331093848414865,32.0,263.0,0.10847457627118644,0.032989690721649485
145,145,0.0,1.0,0.41693952679634094,0.5276008492569002,32.0,264.0,0.10810810810810811,0.032989690721649485
182,182,0.0,1.0,0.4159524440765381,0.7278822527072246,32.0,265.0,0.10774410774410774,0.032989690721649485
23,23,1.0,0.0,0.4146592915058136,0.7759352791310955,33.0,265.0,0.11073825503355705,0.03402061855670103
144,144,0.0,1.0,0.41407567262649536,0.6979388220735527,33.0,266.0,0.11036789297658862,0.03402061855670103
91,91,0.0,1.0,0.41294798254966736,0.575139146567718,33.0,267.0,0.11,0.03402061855670103
217,217,0.0,1.0,0.4128426015377045,0.6430374449051125,33.0,268.0,0.10963455149501661,0.03402061855670103
66,66,0.0,1.0,0.4125900566577912,0.6538164078767327,33.0,269.0,0.10927152317880795,0.03402061855670103
79,79,0.0,1.0,0.41189721226692205,0.4425310372446936,33.0,270.0,0.10891089108910891,0.03402061855670103
28,28,0.0,1.0,0.4086454510688782,0.5762883125631526,33.0,271.0,0.10855263157894737,0.03402061855670103
339,339,0.0,1.0,0.4083668291568756,0.03339191564147628,33.0,272.0,0.10819672131147541,0.03402061855670103
381,381,0.0,1.0,0.4069935381412506,0.25984669811320754,33.0,273.0,0.10784313725490197,0.03402061855670103
286,286,0.0,1.0,0.4069349765777588,0.3631256384065373,33.0,274.0,0.10749185667752444,0.03402061855670103
234,234,0.0,1.0,0.4069036841392517,0.0065163790066924965,33.0,275.0,0.10714285714285714,0.03402061855670103
1,1,0.0,1.0,0.40646275877952576,0.3597122302158273,33.0,276.0,0.10679611650485436,0.03402061855670103
42,42,0.0,1.0,0.4064163267612457,0.5295829291949563,33.0,277.0,0.1064516129032258,0.03402061855670103
107,107,0.0,1.0,0.4063012301921845,0.6368364242959474,33.0,278.0,0.10610932475884244,0.03402061855670103
34,34,0.0,1.0,0.404818594455719,0.6371081615362891,33.0,279.0,0.10576923076923077,0.03402061855670103
285,285,0.0,1.0,0.4041891694068909,0.44033107599699023,33.0,280.0,0.10543130990415335,0.03402061855670103
300,300,0.0,1.0,0.4040679633617401,0.2392169873921699,33.0,281.0,0.10509554140127389,0.03402061855670103
253,253,0.0,1.0,0.4012888669967651,0.3000808005469576,33.0,282.0,0.10476190476190476,0.03402061855670103
65,65,0.0,1.0,0.3991419076919556,0.5147481075437222,33.0,283.0,0.10443037974683544,0.03402061855670103
268,268,0.0,1.0,0.39902618527412415,0.5531914893617021,33.0,284.0,0.10410094637223975,0.03402061855670103
248,248,0.0,1.0,0.3986698091030121,0.4004400440044004,33.0,285.0,0.10377358490566038,0.03402061855670103
173,173,0.0,1.0,0.3969457447528839,0.33384819064430715,33.0,286.0,0.10344827586206896,0.03402061855670103
372,372,0.0,1.0,0.3968362212181091,0.5754450249937798,33.0,287.0,0.103125,0.03402061855670103
260,260,0.0,1.0,0.3957367539405823,0.37320951107715816,33.0,288.0,0.102803738317757,0.03402061855670103
309,309,0.0,1.0,0.3951283991336823,0.6854113110539846,33.0,289.0,0.10248447204968944,0.03402061855670103
106,106,0.0,1.0,0.3940180838108063,0.3851861666887505,33.0,290.0,0.1021671826625387,0.03402061855670103
284,284,0.0,1.0,0.39206042885780334,0.2870260932812074,33.0,291.0,0.10185185185185185,0.03402061855670103
332,332,0.0,1.0,0.3902494609355927,0.6779661016949152,33.0,292.0,0.10153846153846154,0.03402061855670103
54,54,0.0,1.0,0.3900488615036011,0.6753424657534246,33.0,293.0,0.10122699386503067,0.03402061855670103
53,53,0.0,1.0,0.3879188895225525,0.4697710316439414,33.0,294.0,0.10091743119266056,0.03402061855670103
105,105,0.0,1.0,0.3850585222244263,0.3041132838840189,33.0,295.0,0.10060975609756098,0.03402061855670103
197,197,1.0,0.0,0.3821208775043488,0.755820121537208,34.0,295.0,0.1033434650455927,0.03505154639175258
331,331,0.0,1.0,0.3810170888900757,0.4815805721341839,34.0,296.0,0.10303030303030303,0.03505154639175258
394,394,0.0,1.0,0.37965086102485657,0.4863013698630137,34.0,297.0,0.1027190332326284,0.03505154639175258
214,214,0.0,1.0,0.3788260221481323,0.39825917531337696,34.0,298.0,0.10240963855421686,0.03505154639175258
308,308,0.0,1.0,0.3783382177352905,0.5008635578583766,34.0,299.0,0.1021021021021021,0.03505154639175258
181,181,0.0,1.0,0.3774044811725617,0.32409629518524075,34.0,300.0,0.10179640718562874,0.03505154639175258
274,274,0.0,1.0,0.3772442042827606,0.6925098554533509,34.0,301.0,0.10149253731343283,0.03505154639175258
52,52,0.0,1.0,0.3771086633205414,0.4618442849254555,34.0,302.0,0.10119047619047619,0.03505154639175258
22,22,0.0,1.0,0.37550121545791626,0.6117439435263918,34.0,303.0,0.10089020771513353,0.03505154639175258
354,354,0.0,1.0,0.37460240721702576,0.6875889446483411,34.0,304.0,0.10059171597633136,0.03505154639175258
143,143,0.0,1.0,0.3730566501617432,0.0,34.0,305.0,0.10029498525073746,0.03505154639175258
263,263,0.0,1.0,0.3725006580352783,0.6653872807718961,34.0,306.0,0.1,0.03505154639175258
167,167,0.0,1.0,0.3724412620067597,0.5317315543510363,34.0,307.0,0.09970674486803519,0.03505154639175258
213,213,1.0,0.0,0.37217265367507935,0.8843150892935864,35.0,307.0,0.1023391812865497,0.03608247422680412
405,405,0.0,1.0,0.3718226253986359,0.6811204911742134,35.0,308.0,0.10204081632653061,0.03608247422680412
119,119,0.0,1.0,0.370952308177948,0.2269267364414843,35.0,309.0,0.10174418604651163,0.03608247422680412
228,228,0.0,1.0,0.3704684376716614,0.5539388500737132,35.0,310.0,0.10144927536231885,0.03608247422680412
307,307,0.0,1.0,0.3704297840595245,0.5386746217771149,35.0,311.0,0.10115606936416185,0.03608247422680412
252,252,0.0,1.0,0.3691272139549256,0.3787114845938375,35.0,312.0,0.10086455331412104,0.03608247422680412
420,420,0.0,1.0,0.3680005371570587,0.6638100590053386,35.0,313.0,0.10057471264367816,0.03608247422680412
270,270,0.0,1.0,0.3676705062389374,0.4906043676993398,35.0,314.0,0.10028653295128939,0.03608247422680412
419,419,0.0,1.0,0.36754265427589417,0.4449624888738185,35.0,315.0,0.1,0.03608247422680412
371,371,0.0,1.0,0.3672886788845062,0.5911492359256945,35.0,316.0,0.09971509971509972,0.03608247422680412
33,33,0.0,1.0,0.3650704622268677,0.20750347383047707,35.0,317.0,0.09943181818181818,0.03608247422680412
223,223,0.0,1.0,0.3646220266819,0.578991912732744,35.0,318.0,0.09915014164305949,0.03608247422680412
161,161,1.0,0.0,0.3642556369304657,0.7895750037020584,36.0,318.0,0.1016949152542373,0.03711340206185567
129,129,0.0,1.0,0.3634337484836577,0.0,36.0,319.0,0.10140845070422536,0.03711340206185567
90,90,0.0,1.0,0.35959482192993164,0.7155812036273702,36.0,320.0,0.10112359550561797,0.03711340206185567
293,293,0.0,1.0,0.35955673456192017,0.7395577395577395,36.0,321.0,0.10084033613445378,0.03711340206185567
78,78,1.0,0.0,0.35946401953697205,0.7711267605633803,37.0,321.0,0.10335195530726257,0.03814432989690722
77,77,0.0,1.0,0.3589010536670685,0.4607756953479377,37.0,322.0,0.10306406685236769,0.03814432989690722
393,393,0.0,1.0,0.3585529029369354,0.5888501742160279,37.0,323.0,0.10277777777777777,0.03814432989690722
32,32,0.0,1.0,0.3567102551460266,0.696980411569196,37.0,324.0,0.10249307479224377,0.03814432989690722
64,64,0.0,1.0,0.35662880539894104,0.5816428079307969,37.0,325.0,0.10220994475138122,0.03814432989690722
392,392,0.0,1.0,0.3553468883037567,0.3444900119063368,37.0,326.0,0.10192837465564739,0.03814432989690722
104,104,0.0,1.0,0.3553144931793213,0.3277861379127202,37.0,327.0,0.10164835164835165,0.03814432989690722
89,89,0.0,1.0,0.35508078336715704,0.2529843893480257,37.0,328.0,0.10136986301369863,0.03814432989690722
204,204,0.0,1.0,0.3541470766067505,0.5536976112144185,37.0,329.0,0.10109289617486339,0.03814432989690722
166,166,0.0,1.0,0.3531521856784821,0.28247936342678664,37.0,330.0,0.1008174386920981,0.03814432989690722
216,216,0.0,1.0,0.3529762923717499,0.6996235617445833,37.0,331.0,0.10054347826086957,0.03814432989690722
63,63,0.0,1.0,0.3518430888652801,0.591321243523316,37.0,332.0,0.1002710027100271,0.03814432989690722
280,280,0.0,1.0,0.3506970405578613,0.5656660412757973,37.0,333.0,0.1,0.03814432989690722
404,404,0.0,1.0,0.3506611585617065,0.3395348837209302,37.0,334.0,0.09973045822102426,0.03814432989690722
118,118,0.0,1.0,0.3477599322795868,0.21194029850746268,37.0,335.0,0.09946236559139784,0.03814432989690722
128,128,0.0,1.0,0.347407728433609,0.6665316982878297,37.0,336.0,0.09919571045576407,0.03814432989690722
290,290,0.0,1.0,0.3468613624572754,0.6463878326996197,37.0,337.0,0.09893048128342247,0.03814432989690722
267,267,0.0,1.0,0.344612181186676,0.4819155384926248,37.0,338.0,0.09866666666666667,0.03814432989690722
215,215,0.0,1.0,0.34400591254234314,0.2285147587838171,37.0,339.0,0.09840425531914894,0.03814432989690722
142,142,0.0,1.0,0.3438885509967804,0.3796403233789804,37.0,340.0,0.09814323607427056,0.03814432989690722
418,418,0.0,1.0,0.3437993824481964,0.36382778717804104,37.0,341.0,0.09788359788359788,0.03814432989690722
255,255,0.0,1.0,0.3436810672283173,0.4451288439799755,37.0,342.0,0.09762532981530343,0.03814432989690722
141,141,0.0,1.0,0.34215646982192993,0.3556231003039514,37.0,343.0,0.09736842105263158,0.03814432989690722
277,277,0.0,1.0,0.34190306067466736,0.21791044776119406,37.0,344.0,0.09711286089238845,0.03814432989690722
127,127,0.0,1.0,0.3410311639308929,0.3053934992260983,37.0,345.0,0.0968586387434555,0.03814432989690722
211,211,0.0,1.0,0.340950071811676,0.6594530200205513,37.0,346.0,0.09660574412532637,0.03814432989690722
289,289,0.0,1.0,0.3409067988395691,0.5981616133900398,37.0,347.0,0.09635416666666667,0.03814432989690722
353,353,0.0,1.0,0.3390510976314545,0.6030529708690628,37.0,348.0,0.09610389610389611,0.03814432989690722
103,103,0.0,1.0,0.3384079337120056,0.4745642958078191,37.0,349.0,0.09585492227979274,0.03814432989690722
218,218,0.0,1.0,0.33437976241111755,0.4248291925465839,37.0,350.0,0.09560723514211886,0.03814432989690722
17,17,0.0,1.0,0.3328799307346344,0.2828141173327991,37.0,351.0,0.09536082474226804,0.03814432989690722
180,180,0.0,1.0,0.3325521945953369,0.5289320525747846,37.0,352.0,0.09511568123393316,0.03814432989690722
160,160,0.0,1.0,0.33154216408729553,0.16292524878500347,37.0,353.0,0.09487179487179487,0.03814432989690722
203,203,0.0,1.0,0.3315079212188721,0.2788636955955173,37.0,354.0,0.09462915601023018,0.03814432989690722
276,276,0.0,1.0,0.3304261267185211,0.5539772727272727,37.0,355.0,0.09438775510204081,0.03814432989690722
27,27,0.0,1.0,0.3302033245563507,0.4096761607491221,37.0,356.0,0.09414758269720101,0.03814432989690722
273,273,0.0,1.0,0.3298467695713043,0.7216494845360825,37.0,357.0,0.09390862944162437,0.03814432989690722
288,288,0.0,1.0,0.3293527364730835,0.543859649122807,37.0,358.0,0.09367088607594937,0.03814432989690722
391,391,0.0,1.0,0.32720398902893066,0.57154384077461,37.0,359.0,0.09343434343434344,0.03814432989690722
330,330,0.0,1.0,0.32628825306892395,0.5450271247739602,37.0,360.0,0.09319899244332494,0.03814432989690722
227,227,0.0,1.0,0.3260822594165802,0.4655172413793103,37.0,361.0,0.09296482412060302,0.03814432989690722
417,417,0.0,1.0,0.324684202671051,0.3008709422011085,37.0,362.0,0.09273182957393483,0.03814432989690722
76,76,0.0,1.0,0.32388827204704285,0.12958341332309464,37.0,363.0,0.0925,0.03814432989690722
126,126,0.0,1.0,0.3230142295360565,0.5474044345022698,37.0,364.0,0.09226932668329177,0.03814432989690722
102,102,0.0,1.0,0.322804719209671,0.3352758095490365,37.0,365.0,0.09203980099502487,0.03814432989690722
31,31,0.0,1.0,0.3228010535240173,0.5968961400716275,37.0,366.0,0.09181141439205956,0.03814432989690722
283,283,0.0,1.0,0.3207436800003052,0.5680628272251309,37.0,367.0,0.09158415841584158,0.03814432989690722
16,16,0.0,1.0,0.31958821415901184,0.421382874015748,37.0,368.0,0.09135802469135802,0.03814432989690722
370,370,0.0,1.0,0.3192040324211121,0.4995940460081191,37.0,369.0,0.09113300492610837,0.03814432989690722
266,266,0.0,1.0,0.31850966811180115,0.24030182838347686,37.0,370.0,0.09090909090909091,0.03814432989690722
75,75,0.0,1.0,0.3181168735027313,0.5078367916745986,37.0,371.0,0.09068627450980392,0.03814432989690722
189,189,0.0,1.0,0.31810590624809265,0.0,37.0,372.0,0.09046454767726161,0.03814432989690722
202,202,1.0,0.0,0.31794944405555725,0.808338959606106,38.0,372.0,0.09268292682926829,0.03917525773195876
0,0,0.0,1.0,0.3176077604293823,0.2955988150655946,38.0,373.0,0.09245742092457421,0.03917525773195876
247,247,0.0,1.0,0.3136267960071564,0.0,38.0,374.0,0.09223300970873786,0.03917525773195876
117,117,0.0,1.0,0.3134728968143463,0.10978422428373738,38.0,375.0,0.09200968523002422,0.03917525773195876
116,116,0.0,1.0,0.3134536147117615,0.5878817815098378,38.0,376.0,0.09178743961352658,0.03917525773195876
321,321,0.0,1.0,0.3130299746990204,0.40456968773800456,38.0,377.0,0.09156626506024096,0.03917525773195876
51,51,1.0,0.0,0.3117302358150482,0.8045292014302742,39.0,377.0,0.09375,0.04020618556701031
74,74,0.0,1.0,0.3116456866264343,0.4430798299480397,39.0,378.0,0.09352517985611511,0.04020618556701031
259,259,0.0,1.0,0.31115907430648804,0.6975546213511753,39.0,379.0,0.09330143540669857,0.04020618556701031
73,73,0.0,1.0,0.3093327879905701,0.3025387870239774,39.0,380.0,0.09307875894988067,0.04020618556701031
299,299,0.0,1.0,0.3078299760818481,0.4056265984654732,39.0,381.0,0.09285714285714286,0.04020618556701031
179,179,0.0,1.0,0.30771151185035706,0.049065530158347234,39.0,382.0,0.09263657957244656,0.04020618556701031
115,115,0.0,1.0,0.3067546784877777,0.5885080078673784,39.0,383.0,0.0924170616113744,0.04020618556701031
246,246,0.0,1.0,0.3065488338470459,0.5732324270966149,39.0,384.0,0.09219858156028368,0.04020618556701031
238,238,0.0,1.0,0.3049233555793762,0.05866486850977747,39.0,385.0,0.09198113207547169,0.04020618556701031
101,101,0.0,1.0,0.30395689606666565,0.5442925616900408,39.0,386.0,0.09176470588235294,0.04020618556701031
196,196,0.0,1.0,0.3038875162601471,0.7051366423054276,39.0,387.0,0.09154929577464789,0.04020618556701031
360,360,0.0,1.0,0.3029383420944214,0.6525205445848155,39.0,388.0,0.09133489461358314,0.04020618556701031
251,251,0.0,1.0,0.3029256761074066,0.3802908034329944,39.0,389.0,0.0911214953271028,0.04020618556701031
140,140,0.0,1.0,0.3025378882884979,0.3962205378465372,39.0,390.0,0.09090909090909091,0.04020618556701031
100,100,0.0,1.0,0.30159327387809753,0.22968957698021736,39.0,391.0,0.09069767441860466,0.04020618556701031
201,201,0.0,1.0,0.3015657663345337,0.220323869310886,39.0,392.0,0.09048723897911833,0.04020618556701031
88,88,0.0,1.0,0.30150941014289856,0.4134441633538128,39.0,393.0,0.09027777777777778,0.04020618556701031
380,380,0.0,1.0,0.30106520652771,0.3007554945054945,39.0,394.0,0.09006928406466513,0.04020618556701031
